T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	Sonstige	Typ 	Jahr
4	1	7	7	37	363	175	2	42	64	29	17	19	2		
4	1	8	8	0	0	342	12	87	71	35	45	70	22		
4	1	8	8	1	556	354	4	93	79	57	34	61	26		
4	1	8	8	2	650	445	8	95	120	67	46	73	36		
4	1	8	8	3	587	370	6	54	106	58	38	63	45		
4	1	8	8	4	516	341	2	60	98	65	34	60	22		
4	1	8	8	5	373	240	2	46	63	41	27	37	24		
4	1	8	8	6	417	264	2	67	61	29	39	40	26		
4	1	8	8	7	502	340	4	46	118	53	39	38	42		
4	1	8	8	8	577	379	5	79	105	61	28	54	47		
4	1	8	8	9	629	409	5	102	122	61	40	45	34		
4	1	8	8	10	463	314	8	93	78	37	32	40	26		
4	1	8	8	11	330	220	1	42	61	33	26	29	28		
4	1	8	8	12	441	309	3	51	98	47	33	52	25		
4	1	8	8	13	349	246	11	31	92	53	21	25	13		
4	1	8	8	14	500	296	5	64	68	68	33	46	12		
4	1	8	8	15	330	213	4	38	53	32	21	39	26		
4	1	8	8	16	455	275	6	76	71	51	23	27	21		
4	1	8	8	17	407	249	0	46	80	45	18	37	23		
4	1	8	8	18	367	238	5	36	75	22	17	51	32		
4	1	8	8	19	518	367	0	52	101	55	37	53	69		
4	1	8	8	20	411	280	17	52	85	31	21	35	39		
4	1	8	8	21	536	323	3	87	72	49	27	66	19		
4	1	8	8	22	419	279	5	62	90	45	27	39	11		
4	1	8	8	23	535	358	6	81	101	71	26	49	24		
4	1	8	8	24	474	351	7	64	105	87	26	39	23		
4	1	8	8	25	342	210	4	37	57	37	32	30	13		
4	1	8	8	26	453	303	0	47	99	49	31	50	27		
4	1	8	8	27	678	434	4	88	117	76	34	83	32		
4	1	8	8	28	309	203	1	46	44	36	20	40	16		
4	1	8	8	29	478	315	4	73	90	48	39	30	31		
4	1	8	8	30	637	403	9	101	77	73	37	59	47		
4	1	8	8	31	263	185	3	35	52	29	27	30	9		
4	1	8	8	32	379	265	5	91	42	63	13	29	22		
4	1	8	8	33	359	251	4	45	77	42	32	32	19		
4	1	8	8	34	672	458	9	117	121	64	32	86	29		
4	1	8	8	35	555	365	4	76	80	73	31	65	36		
4	1	8	8	36	307	198	5	41	51	39	13	37	12		
4	1	8	8	37	349	213	2	68	31	48	19	28	17		
4	1	9	9	0	0	707	33	214	165	97	69	125	4		
4	1	9	9	1	826	507	7	125	175	82	47	66	5		
4	1	9	9	2	766	506	10	92	152	84	66	97	5		
4	1	9	9	3	955	579	11	174	130	113	58	82	11		
4	1	9	9	4	788	541	14	134	157	93	47	89	7		
4	1	9	9	5	694	440	10	134	97	83	38	69	9		
4	1	9	9	6	848	556	17	125	141	120	56	92	5		
4	1	9	9	7	854	579	14	207	138	117	30	62	11		
4	1	9	9	8	883	538	8	165	149	94	56	58	8		
4	1	9	9	9	780	467	10	104	125	112	31	77	8		
4	1	9	9	10	675	395	10	92	122	69	34	65	3		
4	1	9	9	11	781	475	11	235	48	101	29	46	5		
4	1	9	9	12	887	505	16	133	124	108	32	86	6		
4	1	9	9	13	670	488	7	223	73	102	24	47	12		
4	1	9	9	14	703	447	9	176	65	100	29	61	7		
4	1	9	9	15	647	431	12	176	57	86	36	55	9		
4	1	9	9	16	606	394	7	140	69	85	38	49	6		
4	1	9	9	17	750	446	8	122	107	96	44	62	7		
4	1	9	9	18	837	508	15	156	82	135	49	68	3		
4	1	9	9	19	826	480	8	142	123	96	48	54	9		
4	1	9	9	20	864	520	12	153	129	104	36	75	11		
4	1	9	9	21	836	507	7	155	124	113	42	62	4		
4	1	9	9	22	841	535	10	122	156	120	45	75	7		
4	1	9	9	23	897	563	11	122	157	114	65	77	17		
4	1	9	9	24	925	635	7	135	196	150	63	79	5		
4	1	9	9	25	908	536	9	124	167	80	52	89	15		
4	1	9	9	26	912	582	8	118	130	127	58	133	8		
4	1	9	9	27	796	504	16	91	183	69	59	75	11		
4	1	9	9	28	843	498	4	97	195	56	59	85	2		
4	1	9	9	29	926	579	11	134	183	110	53	81	7		
4	1	9	9	30	908	535	7	136	144	87	60	86	15		
4	1	9	9	31	887	564	7	103	219	109	67	54	5		
4	1	9	9	32	913	574	7	88	244	83	73	71	8		
4	1	9	9	33	862	551	5	130	171	127	45	70	3		
4	1	9	9	34	683	397	11	117	96	72	37	61	3		
4	1	9	9	35	607	361	3	102	95	67	28	58	8		
4	1	9	9	36	691	410	14	109	95	96	38	50	8		
4	1	9	9	37	351	162	5	64	13	28	21	24	7		
4	1	9	9	38	0	0	0	0	0	0	0	0	0		
4	1	9	9	39	0	0	0	0	0	0	0	0	0		
4	1	9	9	40	0	0	0	0	0	0	0	0	0		
4	1	9	9	41	0	0	0	0	0	0	0	0	0		
4	1	9	9	42	0	0	0	0	0	0	0	0	0		
4	1	9	9	43	0	15	2	8	4	1	0	0	0		
4	1	9	9	44	0	0	0	0	0	0	0	0	0		
4	1	9	9	45	0	0	0	0	0	0	0	0	0		
4	1	9	9	46	0	0	0	0	0	0	0	0	0		
4	1	9	9	47	0	0	0	0	0	0	0	0	0		
4	1	9	9	48	0	37	0	11	6	9	1	6	4		
4	1	10	10	0	0	1239	38	612	128	246	74	109	32		
4	1	10	10	1	558	332	5	124	58	101	17	20	7		
4	1	10	10	2	472	352	7	140	38	75	49	40	3		
4	1	10	10	3	441	323	8	153	19	85	24	28	6		
4	1	10	10	4	573	332	16	106	39	104	24	35	8		
4	1	10	10	5	344	195	5	77	41	57	7	4	4		
4	1	10	10	6	510	338	6	153	37	96	18	19	9		
4	1	10	10	7	499	319	8	107	54	100	14	29	7		
4	1	10	10	8	324	207	1	70	26	61	17	26	6		
4	1	10	10	9	370	231	7	67	45	74	16	14	8		
4	1	10	10	10	356	233	11	76	63	64	5	9	5		
4	1	10	10	11	277	186	3	57	27	63	9	23	4		
4	1	10	10	12	355	211	5	104	15	67	9	9	2		
4	1	10	10	13	376	223	3	86	36	58	17	16	7		
4	1	10	10	14	291	443	14	270	46	93	8	8	4		
4	1	10	10	15	443	259	11	96	27	81	18	19	7		
4	1	10	10	16	613	407	10	156	33	146	31	30	1		
4	1	10	10	17	318	221	3	87	37	68	8	13	5		
4	1	10	10	18	290	185	3	96	6	51	7	19	3		
4	1	10	10	19	502	313	11	155	18	90	16	17	6		
4	1	10	10	20	523	347	6	121	90	90	17	18	5		
4	1	10	10	21	332	196	8	71	14	80	11	7	5		
4	1	10	10	22	260	169	6	92	10	51	2	8	0		
4	1	10	10	23	595	390	16	141	43	119	39	26	6		
4	1	10	10	24	322	206	4	67	40	68	11	14	2		
4	1	10	10	25	371	247	7	96	33	84	9	14	4		
4	1	10	10	26	344	224	8	88	26	68	16	11	7		
4	1	10	10	27	294	166	3	90	11	50	8	4	0		
4	1	10	10	28	425	197	0	87	13	73	8	13	3		
4	1	10	10	29	436	250	8	95	17	89	25	11	5		
4	1	10	10	30	458	269	6	135	14	91	5	11	7		
4	1	10	10	31	342	227	7	82	23	68	24	17	6		
4	1	10	10	32	418	274	10	85	40	94	20	20	5		
4	1	10	10	33	470	278	10	67	54	105	18	21	3		
4	1	10	10	34	398	277	4	84	66	80	18	22	3		
4	1	10	10	35	605	346	5	135	59	94	23	18	12		
4	1	10	10	36	539	462	12	189	60	89	46	54	12		
4	1	10	10	37	607	345	11	108	61	115	18	27	5		
4	1	10	10	38	572	376	13	189	26	108	21	10	9		
4	1	10	10	39	281	198	7	105	15	52	9	6	4		
4	1	10	10	40	625	374	6	202	19	120	12	12	3		
4	1	10	10	41	315	183	4	96	7	56	5	11	4		
4	1	10	10	42	350	221	9	105	13	68	10	11	5		
4	1	10	10	43	391	233	11	103	11	88	8	8	4		
4	1	10	10	44	348	216	8	119	10	59	9	7	4		
4	1	10	10	45	402	225	5	92	21	69	11	18	9		
4	1	10	10	46	184	100	2	36	8	44	5	4	1		
4	1	10	10	47	389	220	2	77	23	73	18	24	3		
4	1	10	10	48	510	285	8	159	12	84	6	11	5		
4	1	10	10	49	413	234	7	102	14	79	12	18	2		
4	1	10	10	50	473	310	9	119	33	113	19	14	3		
4	1	10	10	51	526	330	3	139	48	94	23	18	5		
4	1	10	10	52	421	281	10	131	18	95	12	11	4		
4	1	10	10	53	388	241	9	115	31	74	3	7	2		
4	1	10	10	54	372	209	9	83	29	64	11	9	4		
4	1	10	10	55	439	261	6	90	27	107	17	11	3		
4	1	10	10	56	677	470	9	186	39	158	31	38	9		
4	1	10	10	57	578	399	7	144	61	123	22	34	8		
4	1	10	10	58	431	265	5	136	17	62	16	20	9		
4	1	10	10	59	364	289	7	134	30	87	10	13	8		
4	1	10	10	60	344	232	7	119	12	71	4	15	4		
4	1	10	10	61	414	237	7	98	34	75	8	13	2		
4	1	10	10	62	327	156	5	58	25	44	12	7	5		
4	1	10	10	63	415	277	4	90	58	82	17	17	9		
4	1	10	10	64	437	262	11	108	28	78	15	19	3		
4	1	10	10	65	407	219	11	72	33	77	6	16	4		
4	1	10	10	66	392	232	6	91	39	67	14	12	3		
4	1	10	10	67	647	430	15	173	28	107	58	42	7		
4	1	10	10	68	440	278	3	118	37	75	18	18	9		
4	1	10	10	69	355	206	12	66	24	67	14	14	9		
4	1	10	10	70	409	267	10	108	34	91	10	7	7		
4	1	10	10	71	369	200	14	82	15	66	8	11	4		
4	1	10	10	72	658	414	14	126	60	120	38	50	6		
4	1	10	10	73	478	298	4	119	40	92	20	18	5		
4	1	10	10	74	528	341	10	140	29	117	20	16	9		
4	1	10	10	75	620	419	10	182	47	133	22	19	6		
4	1	10	10	76	553	369	9	155	34	124	15	27	5		
4	1	10	10	77	602	376	4	169	55	99	17	23	9		
4	1	10	10	78	621	380	8	137	46	128	31	24	6		
4	1	10	10	79	445	276	4	88	34	103	24	13	10		
4	1	10	10	80	506	342	12	155	34	116	10	9	6		
4	1	10	10	81	459	290	6	158	14	91	9	9	3		
4	1	10	10	82	397	214	8	103	16	63	7	11	6		
4	1	10	10	83	362	227	3	125	9	70	7	13	0		
4	1	10	10	84	581	366	7	174	40	95	22	25	3		
4	1	10	10	85	528	358	8	167	38	106	23	15	1		
4	1	10	10	86	551	322	4	127	59	74	29	23	6		
4	1	10	10	87	376	216	0	91	23	70	11	19	2		
4	1	10	10	88	467	265	5	109	28	78	17	25	3		
4	1	10	10	89	526	298	8	111	20	111	18	23	7		
4	1	10	10	90	724	534	30	303	34	121	13	25	8		
4	1	10	10	91	531	377	6	176	20	123	26	19	7		
4	1	10	10	92	366	203	5	72	21	66	14	21	4		
4	1	10	10	93	275	169	4	46	40	54	8	15	2		
4	1	10	10	94	513	331	10	155	38	97	12	12	7		
4	1	10	10	95	665	430	7	237	33	100	24	21	8		
4	1	10	10	96	431	276	19	146	11	82	5	11	2		
4	1	10	10	97	452	291	10	131	30	92	10	14	4		
4	1	10	10	98	317	214	5	122	14	57	9	4	3		
4	1	10	10	99	379	229	7	83	32	75	8	21	3		
4	1	10	10	100	497	309	6	133	29	102	19	13	7		
4	1	10	10	101	495	298	6	149	14	94	13	12	10		
4	1	10	10	102	477	253	9	102	12	107	13	7	3		
4	1	10	10	103	354	233	6	115	25	60	11	9	7		
4	1	10	10	104	482	262	6	98	39	87	10	15	7		
4	1	10	10	105	517	332	10	156	24	96	15	23	8		
4	1	10	10	106	614	424	8	219	39	120	16	15	7		
4	1	10	10	107	582	376	4	112	64	132	27	32	5		
4	1	10	10	108	587	339	4	145	26	125	14	18	7		
4	1	10	10	109	461	322	9	124	45	89	28	24	3		
4	1	10	10	110	478	286	10	108	19	126	14	9	0		
4	1	10	10	111	677	477	7	235	29	167	21	15	3		
4	1	10	10	112	501	300	10	137	8	118	9	10	8		
4	1	10	10	113	282	161	4	80	14	53	4	3	3		
4	1	10	10	114	465	343	6	184	21	100	8	15	9		
4	1	10	10	115	570	391	11	161	53	97	36	25	8		
4	1	10	10	116	505	336	2	90	92	113	22	11	6		
4	1	10	10	117	487	322	7	142	50	91	21	9	2		
4	1	10	10	118	554	396	12	188	28	140	18	8	2		
4	1	10	10	119	535	372	10	206	28	94	13	14	7		
4	1	10	10	120	401	273	2	132	21	92	13	9	4		
4	1	10	10	121	610	382	9	135	48	119	35	33	3		
4	1	10	10	122	481	343	7	166	42	70	29	22	7		
4	1	10	10	123	327	170	2	62	16	56	16	17	1		
4	1	10	10	124	468	316	11	112	53	95	25	13	7		
4	1	10	10	125	421	254	11	120	18	86	6	11	2		
4	1	10	10	126	477	236	5	120	16	81	7	2	5		
4	1	10	10	127	556	342	9	152	42	89	19	25	6		
4	1	10	10	128	396	278	5	75	84	67	24	17	6		
4	1	10	10	129	376	229	5	125	16	58	10	7	8		
4	1	10	10	130	354	231	7	131	13	58	11	5	6		
4	1	10	10	131	358	228	8	118	12	74	8	3	5		
4	1	10	10	132	458	320	8	150	19	113	10	7	13		
4	1	10	10	133	350	243	6	101	35	80	9	7	5		
4	1	10	10	134	476	364	19	170	48	90	19	13	5		
4	1	10	10	135	375	282	11	152	14	88	2	10	5		
4	1	10	10	136	367	260	6	104	40	76	12	16	6		
4	1	10	10	137	315	170	10	60	28	49	12	8	3		
4	1	10	10	138	651	412	13	186	45	106	21	30	11		
4	1	10	10	139	638	471	13	219	40	130	37	18	14		
4	1	10	10	140	598	406	9	188	30	139	12	18	10		
4	1	10	10	141	666	430	8	191	25	139	27	26	14		
4	1	10	10	142	584	350	8	173	22	113	10	11	13		
4	1	10	10	143	674	432	12	182	43	146	24	13	12		
4	1	10	10	144	568	361	19	174	28	101	12	16	11		
4	1	10	10	145	354	193	8	86	8	73	8	4	6		
4	1	10	10	146	459	264	8	128	14	80	16	14	4		
4	1	10	10	147	467	243	4	122	7	85	13	8	4		
4	1	10	10	148	411	226	10	125	4	79	2	3	3		
4	1	10	10	149	312	170	5	90	4	56	6	4	5		
4	1	10	10	150	596	349	4	165	26	116	19	14	5		
4	1	10	10	151	440	286	8	87	53	91	21	19	7		
4	1	10	10	152	566	348	5	130	45	104	34	20	10		
4	1	10	10	153	531	358	12	184	16	113	12	16	5		
4	1	10	10	154	454	297	9	97	52	91	21	19	8		
4	1	10	10	155	584	416	8	158	49	153	24	14	10		
4	1	10	10	156	463	339	8	132	31	103	25	33	7		
4	1	10	10	157	538	387	6	175	47	110	28	17	4		
4	1	10	10	158	588	404	6	204	25	129	21	12	7		
4	1	10	10	159	458	315	8	140	31	84	28	20	4		
4	1	10	10	160	524	367	8	165	34	118	18	19	5		
4	1	10	10	161	241	163	3	54	27	61	6	9	3		
4	1	10	10	162	442	332	6	179	21	84	16	18	8		
4	1	10	10	163	503	361	6	193	20	107	17	14	4		
4	1	10	10	164	398	235	9	124	6	79	7	6	4		
4	1	10	10	165	450	260	10	129	8	92	14	7	0		
4	1	10	10	166	461	320	16	168	24	65	22	17	8		
4	1	10	10	167	550	440	10	240	37	94	28	23	8		
4	1	10	10	168	518	375	5	199	22	109	16	14	10		
4	1	10	10	169	635	495	16	191	55	125	51	47	10		
4	1	10	10	170	565	426	6	157	64	132	33	27	7		
4	1	10	10	171	597	371	3	209	20	113	3	14	9		
4	1	10	10	172	451	303	8	160	24	83	10	14	4		
4	1	10	10	173	432	313	4	177	15	79	14	17	7		
4	1	10	10	174	541	368	9	179	43	95	20	15	7		
4	1	10	10	175	458	333	6	164	23	101	15	18	6		
4	1	10	10	176	471	329	12	172	21	82	17	17	8		
4	1	10	10	177	356	261	4	137	11	76	11	16	6		
4	1	10	10	178	385	279	0	136	15	92	17	16	3		
4	1	10	10	179	419	289	10	150	23	74	11	13	8		
4	1	10	10	180	378	188	5	93	6	68	4	8	4		
4	1	10	10	181	499	263	5	140	8	83	7	13	7		
4	1	10	10	182	465	238	12	109	4	84	13	12	4		
4	1	10	10	183	531	298	13	138	25	84	15	15	8		
4	1	10	10	184	577	419	23	183	47	118	23	13	12		
4	1	10	10	185	756	501	8	208	46	185	20	25	9		
4	1	10	10	186	556	398	7	190	42	111	26	15	7		
4	1	10	10	187	492	353	13	199	12	92	20	13	4		
4	1	10	10	188	496	335	15	173	27	89	15	12	4		
4	1	10	10	189	454	282	6	139	26	78	12	18	3		
4	1	10	10	190	424	319	5	198	26	60	15	14	1		
4	1	10	10	191	368	264	8	116	27	79	15	18	1		
4	1	10	10	192	451	299	8	155	14	98	6	13	5		
4	1	10	10	193	415	289	13	152	19	79	12	12	2		
4	1	10	10	194	426	301	9	143	24	84	15	20	6		
4	1	10	10	195	356	258	3	139	16	76	14	8	2		
4	1	10	10	196	348	254	7	128	17	71	9	16	6		
4	1	10	10	197	607	417	14	210	23	147	8	5	10		
4	1	10	10	198	502	351	15	163	33	106	12	20	2		
4	1	10	10	199	588	409	5	207	46	117	13	17	4		
4	1	10	10	200	551	426	27	224	38	110	9	11	7		
4	1	10	10	201	578	401	10	204	30	126	15	8	8		
4	1	10	10	202	528	371	13	200	27	98	15	14	4		
4	1	10	10	203	521	360	15	171	24	124	8	15	3		
4	1	10	10	204	631	415	10	215	33	134	7	9	7		
4	1	10	10	205	559	366	9	177	35	104	15	16	10		
4	1	10	10	206	625	416	14	183	35	137	17	22	8		
4	1	10	10	207	579	376	10	196	28	108	9	20	5		
4	1	10	10	208	539	387	5	187	24	127	18	15	11		
4	1	10	10	209	499	334	6	166	21	114	11	8	8		
4	1	10	10	210	341	254	6	111	35	69	13	12	8		
4	1	10	10	211	458	315	12	130	27	108	16	14	8		
4	1	10	10	212	688	495	10	204	33	149	39	54	6		
4	1	10	10	213	835	612	17	191	144	176	35	43	6		
4	1	10	10	214	395	313	6	117	64	87	17	16	6		
4	1	10	10	215	370	262	6	64	87	66	17	19	3		
4	1	10	10	216	476	347	5	117	93	79	20	23	10		
4	1	10	10	217	594	427	6	131	123	113	26	25	3		
4	1	10	10	218	764	565	10	155	152	166	30	45	7		
4	1	10	10	219	390	298	7	127	25	85	28	23	3		
4	1	10	10	220	504	369	4	112	66	91	46	42	8		
4	1	10	10	221	207	151	3	74	14	41	4	13	2		
4	1	10	10	222	407	303	6	127	25	101	18	24	2		
4	1	10	10	223	356	234	3	112	22	66	12	13	6		
4	1	10	10	224	641	456	10	195	26	143	47	23	12		
4	1	10	10	225	407	288	4	144	21	77	18	21	3		
4	1	10	10	226	583	441	14	275	27	97	9	10	9		
4	1	10	10	227	584	360	7	161	22	113	25	21	11		
4	1	10	10	228	639	389	8	172	35	136	16	19	3		
4	1	10	10	229	573	345	10	157	16	124	19	14	5		
4	1	10	10	230	549	360	6	153	15	138	19	15	14		
4	1	10	10	231	678	456	9	170	36	143	49	43	6		
4	1	10	10	232	111	44	2	20	1	16	3	2	0		
4	1	10	10	233	312	236	5	80	16	72	33	25	5		
4	1	10	10	234	0	27	3	19	1	4	0	0	0		
4	1	10	10	235	0	37	2	23	1	10	0	0	1		
4	1	10	10	236	0	46	3	23	5	14	0	0	1		
4	1	10	10	237	0	54	6	10	29	8	0	1	0		
4	1	10	10	238	0	46	0	15	5	12	5	6	3		
4	1	10	10	239	0	18	0	9	1	4	2	1	1		
4	1	11	11	0	0	620	15	315	73	138	34	38	7		
4	1	11	11	1	607	407	11	223	26	115	13	12	7		
4	1	11	11	2	809	471	9	233	35	157	15	16	6		
4	1	11	11	3	454	314	7	131	35	88	31	18	4		
4	1	11	11	4	678	491	20	310	18	109	16	13	5		
4	1	11	11	5	489	364	4	204	15	88	15	29	9		
4	1	11	11	6	444	358	8	226	8	68	24	12	12		
4	1	11	11	7	653	398	13	154	58	125	17	25	6		
4	1	11	11	8	373	217	5	69	44	64	11	23	1		
4	1	11	11	9	360	253	2	96	42	86	13	12	2		
4	1	11	11	10	522	324	8	124	43	112	18	17	2		
4	1	11	11	11	487	333	9	133	57	79	32	19	4		
4	1	11	11	12	759	535	7	273	6	204	18	14	13		
4	1	11	11	13	324	250	7	99	47	64	12	15	6		
4	1	11	11	14	309	209	4	87	20	73	14	7	4		
4	1	11	11	15	703	401	14	172	29	128	21	30	7		
4	1	11	11	16	424	291	7	135	9	114	13	12	1		
4	1	11	11	17	383	278	7	168	18	72	2	8	3		
4	1	11	11	18	373	248	7	136	11	73	10	9	2		
4	1	11	11	19	335	203	15	108	6	61	3	5	5		
4	1	11	11	20	445	288	23	141	12	98	8	5	1		
4	1	11	11	21	438	319	9	156	19	90	20	20	5		
4	1	11	11	22	559	396	15	190	44	104	20	19	4		
4	1	11	11	23	853	577	17	255	39	198	32	25	11		
4	1	11	11	24	435	319	10	145	7	113	18	18	8		
4	1	11	11	25	283	173	3	92	9	59	3	6	1		
4	1	11	11	26	431	298	4	136	31	84	14	21	8		
4	1	11	11	27	334	242	7	142	16	62	4	5	6		
4	1	11	11	28	478	349	13	185	21	101	14	12	3		
4	1	11	11	29	628	429	9	180	64	120	25	26	5		
4	1	11	11	30	491	372	12	222	22	81	18	9	8		
4	1	11	11	31	570	394	10	145	82	114	22	21	0		
4	1	11	11	32	481	343	12	113	80	98	20	16	4		
4	1	11	11	33	571	374	8	173	29	122	21	17	4		
4	1	11	11	34	603	393	14	142	59	108	31	33	6		
4	1	11	11	35	516	361	10	155	50	106	12	24	4		
