T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	KPOE   	Sonstige	Typ	Jahr
4	9	5	14	46	606	476	25	165	95	75	49	49	3	15		
4	9	5	14	47	628	472	11	178	84	116	18	46	2	17		
4	9	5	14	48	599	444	21	151	103	104	17	33	2	13		
4	9	5	14	49	646	420	20	170	48	126	23	22	2	9		
4	9	5	14	50	738	464	14	134	96	112	33	54	1	20		
4	9	5	14	51	638	485	18	144	115	93	44	62	0	9		
4	9	5	14	52	685	459	18	184	54	130	21	37	5	10		
4	9	5	14	53	711	480	24	172	72	130	19	46	4	13		
4	9	5	14	54	747	506	21	146	111	124	35	55	1	13		
4	9	5	14	55	304	269	16	164	44	30	3	7	2	3		
4	9	5	14	56	793	562	15	161	112	104	64	91	2	13		
4	9	5	14	57	1026	43	1	26	7	6	1	1	1	0		
4	9	5	14	58	698	434	19	128	88	128	22	41	2	6		
4	9	5	14	59	742	487	18	135	112	102	48	61	1	10		
4	9	5	14	60	711	554	16	138	181	102	33	64	4	16		
4	9	5	14	61	662	429	23	112	125	97	32	35	3	2		
4	9	5	14	62	677	542	11	151	178	105	29	50	3	15		
4	9	5	14	63	699	500	22	224	81	98	22	28	4	21		
4	9	5	14	64	684	436	15	184	44	142	15	22	1	13		
4	9	5	14	65	698	477	19	179	76	124	30	36	4	9		
4	9	5	14	66	857	579	25	181	160	110	26	51	6	20		
4	9	5	14	67	583	437	13	110	124	94	43	43	0	10		
4	9	5	14	68	749	553	20	163	146	100	46	63	3	12		
4	9	5	14	69	544	93	6	30	11	19	12	13	0	2		
4	9	5	14	70	733	469	17	155	87	123	26	38	2	21		
4	9	5	14	71	705	630	23	140	178	177	32	64	3	13		
4	9	5	14	72	678	471	23	128	142	80	35	53	2	8		
4	9	5	14	73	649	476	15	72	188	76	42	63	0	20		
4	9	5	14	74	684	504	11	85	170	103	44	75	1	15		
4	9	5	14	75	380	273	8	56	93	50	29	30	0	7		
4	9	5	14	76	762	547	23	180	117	124	31	54	7	11		
4	9	5	14	77	748	552	16	142	175	110	34	61	0	14		
4	9	5	14	78	769	630	31	130	197	117	58	65	6	26		
4	9	5	14	79	730	518	22	132	122	124	39	60	6	13		
4	9	5	14	80	653	509	23	147	112	117	48	42	3	17		
4	9	5	14	81	547	449	19	127	132	87	36	36	2	10		
4	9	5	14	82	546	420	19	120	125	86	31	29	1	9		
4	9	5	14	83	735	568	25	113	186	122	50	59	2	11		
4	9	5	14	84	721	566	11	117	201	81	54	88	3	11		
4	9	5	14	85	758	541	17	113	154	126	53	63	2	13		
4	9	5	14	86	702	510	26	127	172	115	23	37	0	10		
4	9	5	14	87	650	509	22	119	135	123	37	53	1	19		
4	9	5	14	88	596	480	19	113	126	89	40	80	2	11		
4	9	5	14	89	659	477	7	144	124	83	45	61	2	11		
4	9	5	14	90	580	489	18	202	80	93	25	57	1	13		
4	9	5	14	91	549	359	19	164	48	87	13	18	3	7		
4	9	5	14	92	505	327	12	158	25	89	15	11	5	12		
4	9	5	14	93	0	69	5	39	15	6	0	4	0	0		
4	9	5	14	94	0	260	13	118	47	54	14	11	1	2		
4	9	5	14	95	0	267	136	84	26	14	1	3	0	3		
4	9	5	14	96	0	302	108	143	28	11	2	7	1	2		
4	9	5	14	97	0	189	15	131	32	9	0	2	0	0		
4	9	5	14	98	0	113	5	40	33	27	3	2	0	3		
4	9	5	14	99	0	111	11	59	20	14	4	2	0	1		
4	9	5	14	100	0	90	9	50	15	9	4	1	1	1		
4	9	5	15	1	462	331	14	175	34	69	13	18	1	7		
4	9	5	15	2	677	442	16	174	62	119	25	36	1	9		
4	9	5	15	3	598	459	40	234	59	88	13	13	1	11		
4	9	5	15	4	485	368	15	187	26	105	9	16	2	8		
4	9	5	15	5	617	435	16	135	79	115	23	54	5	8		
4	9	5	15	6	305	168	5	41	39	55	9	14	0	5		
4	9	5	15	7	477	409	17	145	66	88	30	48	2	13		
4	9	5	15	8	420	249	15	108	31	73	7	8	2	5		
4	9	5	15	9	515	329	15	120	49	83	16	37	0	9		
4	9	5	15	10	585	385	17	176	43	97	12	19	12	9		
4	9	5	15	11	468	313	25	91	40	96	25	26	4	6		
4	9	5	15	12	368	274	15	126	32	62	8	25	3	3		
4	9	5	15	13	323	206	8	68	59	42	2	19	1	7		
4	9	5	15	14	528	290	11	131	31	78	5	22	3	9		
4	9	5	15	15	381	240	10	63	58	56	15	30	2	6		
4	9	5	15	16	320	209	7	63	49	48	10	23	1	8		
4	9	5	15	17	451	298	11	152	20	90	9	11	0	5		
4	9	5	15	18	508	415	12	119	70	112	41	52	1	8		
4	9	5	15	19	500	332	19	135	34	93	16	19	6	10		
4	9	5	15	20	517	306	19	119	31	82	14	28	6	7		
4	9	5	15	21	366	260	11	61	55	72	21	27	3	10		
4	9	5	15	22	575	356	23	117	60	88	18	35	2	13		
4	9	5	15	23	427	348	18	108	74	72	14	48	3	11		
4	9	5	15	24	555	355	8	112	54	112	18	40	4	7		
4	9	5	15	25	494	344	10	102	85	79	25	34	3	6		
4	9	5	15	26	439	246	14	80	40	64	14	24	2	8		
4	9	5	15	27	490	283	12	100	38	96	10	17	1	9		
4	9	5	15	28	371	248	8	76	37	65	22	36	1	3		
4	9	5	15	29	479	289	6	84	54	70	22	37	9	7		
4	9	5	15	30	302	175	12	42	25	55	9	24	0	8		
4	9	5	15	31	558	350	14	126	48	103	13	39	1	6		
4	9	5	15	32	317	186	11	50	32	59	15	16	2	1		
4	9	5	15	33	375	233	5	52	52	64	19	37	1	3		
4	9	5	15	34	682	639	25	229	131	130	30	73	9	12		
4	9	5	15	35	576	317	13	92	49	104	14	33	3	9		
4	9	5	15	36	404	349	7	78	83	66	27	75	2	11		
4	9	5	15	37	476	294	13	71	73	66	14	51	1	5		
4	9	5	15	38	397	211	7	46	49	59	10	32	2	6		
4	9	5	15	39	428	242	5	57	51	71	8	27	2	21		
4	9	5	15	40	410	237	8	109	24	62	8	17	3	6		
4	9	5	15	41	659	455	12	135	112	110	28	46	1	11		
4	9	5	15	42	494	294	18	89	58	67	16	37	4	5		
4	9	5	15	43	585	302	12	89	53	80	24	31	2	11		
4	9	5	15	44	477	262	7	86	48	60	23	30	2	6		
4	9	5	15	45	388	306	6	103	59	87	17	28	1	5		
4	9	5	15	46	602	365	23	119	58	98	21	27	5	14		
4	9	5	15	47	422	257	10	96	40	61	10	36	2	2		
4	9	5	15	48	455	304	17	101	50	92	12	23	2	7		
4	9	5	15	49	571	419	13	144	55	121	23	49	4	10		
4	9	5	15	50	436	250	7	79	26	73	14	41	3	7		
4	9	5	15	51	591	337	6	101	74	91	18	35	6	6		
4	9	5	15	52	565	350	16	86	68	97	21	48	1	13		
4	9	5	15	53	410	273	12	69	61	62	25	28	0	16		
4	9	5	15	54	561	374	21	140	60	102	14	20	7	10		
4	9	5	15	55	468	364	18	176	63	70	8	21	4	4		
4	9	5	15	56	409	268	17	108	32	70	9	20	1	11		
4	9	5	15	57	314	217	9	69	43	62	6	22	1	5		
4	9	5	15	58	420	281	18	84	53	86	9	19	1	11		
4	9	5	15	59	584	470	17	153	72	129	35	46	7	11		
4	9	5	15	60	377	249	11	79	41	80	9	12	2	15		
4	9	5	15	61	414	293	11	80	61	81	25	27	3	5		
4	9	5	15	62	422	283	13	105	47	69	15	24	3	7		
4	9	5	15	63	608	320	15	98	50	93	19	35	0	10		
4	9	5	15	64	477	285	8	97	54	74	19	29	3	1		
4	9	5	15	65	451	295	7	83	58	82	9	48	3	5		
4	9	5	15	66	388	223	7	59	41	73	10	32	0	1		
4	9	5	15	67	468	267	12	88	48	69	14	32	1	3		
4	9	5	15	68	386	222	4	76	36	67	14	18	2	5		
4	9	5	15	69	620	417	19	166	57	112	23	31	2	7		
4	9	5	15	70	412	276	13	91	41	81	15	32	1	2		
4	9	5	15	71	494	340	14	115	67	74	17	42	0	11		
4	9	5	15	72	461	289	8	77	79	75	20	25	2	3		
4	9	5	15	73	549	363	19	140	35	112	23	25	4	5		
4	9	5	15	74	618	356	12	123	45	97	20	47	5	7		
4	9	5	15	75	466	294	9	147	25	71	9	23	3	7		
4	9	5	15	76	441	234	12	73	33	81	11	20	2	2		
4	9	5	15	77	577	439	17	161	67	111	29	41	1	12		
4	9	5	15	78	464	300	6	123	55	62	14	27	2	11		
4	9	5	15	79	648	403	13	144	76	109	14	38	1	8		
4	9	5	15	80	495	316	14	107	46	97	21	23	1	7		
4	9	5	15	81	495	299	6	109	40	84	17	31	1	11		
4	9	5	15	82	380	246	6	61	57	60	21	34	1	6		
4	9	5	15	83	400	236	5	113	25	61	11	14	1	6		
4	9	5	15	84	444	266	4	58	74	72	17	36	1	4		
4	9	5	15	85	392	239	12	69	50	63	12	26	2	5		
4	9	5	15	86	506	324	11	103	60	77	19	35	4	15		
4	9	5	15	87	593	391	17	156	43	116	20	31	1	7		
4	9	5	15	88	0	125	10	47	27	28	2	8	0	3		
4	9	5	15	89	0	608	9	127	154	83	58	159	4	14		
4	9	5	15	90	0	716	13	130	208	130	70	133	7	25		
4	9	5	23	1	728	559	39	206	74	148	38	35	6	13		
4	9	5	23	2	748	492	21	183	99	107	25	38	7	12		
4	9	5	23	3	751	521	25	224	85	90	44	49	1	3		
4	9	5	23	4	698	521	11	178	119	107	51	49	1	5		
4	9	5	23	5	590	430	14	118	125	81	38	43	4	7		
4	9	5	23	6	601	447	10	117	117	97	45	45	3	13		
4	9	5	23	7	627	540	17	161	121	120	46	53	5	17		
4	9	5	23	8	590	440	10	138	112	100	45	29	1	5		
4	9	5	23	9	680	501	18	164	96	97	49	61	4	12		
4	9	5	23	10	685	499	16	148	115	115	50	45	2	8		
4	9	5	23	11	590	417	5	124	78	89	49	55	3	14		
4	9	5	23	12	753	532	11	158	127	122	47	52	1	14		
4	9	5	23	13	756	965	34	299	283	194	50	79	7	19		
4	9	5	23	14	423	152	17	103	18	6	4	2	0	2		
4	9	5	23	15	647	438	10	164	109	78	18	43	7	9		
4	9	5	23	16	763	498	17	172	79	122	33	60	4	11		
4	9	5	23	17	738	595	20	200	138	121	47	54	5	10		
4	9	5	23	18	740	505	9	132	145	94	32	77	2	14		
4	9	5	23	19	729	535	24	164	146	99	28	54	3	17		
4	9	5	23	20	547	464	19	130	121	99	37	41	3	14		
4	9	5	23	21	527	394	20	100	112	84	27	43	2	6		
4	9	5	23	22	677	465	20	115	137	111	36	30	3	13		
4	9	5	23	23	855	568	31	213	74	137	33	57	4	19		
4	9	5	23	24	700	506	13	144	116	115	37	60	7	14		
4	9	5	23	25	583	404	9	97	137	77	30	27	1	26		
4	9	5	23	26	690	518	12	60	226	106	43	55	7	9		
4	9	5	23	27	781	585	20	141	176	139	44	54	0	11		
4	9	5	23	28	594	432	23	135	127	68	28	41	3	7		
4	9	5	23	29	474	376	11	110	96	75	29	38	0	17		
4	9	5	23	30	668	478	7	62	206	87	42	63	2	9		
4	9	5	23	31	644	507	18	94	172	93	44	69	3	14		
4	9	5	23	32	552	459	10	108	152	86	39	52	3	9		
4	9	5	23	33	729	538	25	114	155	128	44	50	7	15		
4	9	5	23	34	609	423	11	106	135	77	41	43	0	10		
4	9	5	23	35	796	576	14	115	204	99	54	68	3	19		
4	9	5	23	36	667	511	19	154	144	120	28	37	1	8		
4	9	5	23	37	630	416	23	171	43	116	22	31	2	8		
4	9	5	23	38	732	589	12	120	231	98	46	67	2	13		
4	9	5	23	39	737	526	16	199	127	115	29	32	1	7		
4	9	5	23	40	757	619	24	157	176	92	43	86	7	34		
4	9	5	23	41	695	506	24	176	104	94	36	50	6	16		
4	9	5	23	42	737	534	31	198	78	142	38	29	7	11		
4	9	5	23	43	310	216	10	133	32	28	5	6	0	2		
4	9	5	23	44	737	529	19	209	97	114	32	44	5	9		
4	9	5	23	45	763	501	19	184	94	119	27	43	4	11		
4	9	5	23	46	777	534	35	210	82	110	38	44	2	13		
4	9	5	23	47	815	558	10	222	105	114	35	57	5	10		
4	9	5	23	48	638	396	21	157	65	114	8	28	2	1		
4	9	5	23	49	622	420	25	176	48	137	15	13	2	4		
4	9	5	23	50	784	572	35	274	67	134	24	28	4	6		
4	9	5	23	51	726	574	15	153	150	131	55	49	0	21		
4	9	5	23	52	528	388	14	138	58	105	31	32	2	8		
4	9	5	23	53	601	395	22	171	50	115	19	9	2	7		
4	9	5	23	54	656	472	30	211	65	105	22	22	6	11		
4	9	5	23	55	595	456	8	125	126	97	37	47	6	10		
4	9	5	23	56	753	536	15	193	111	145	35	26	2	9		
4	9	5	23	57	393	314	16	95	76	72	21	20	4	10		
4	9	5	23	58	806	568	23	218	107	127	40	35	4	14		
4	9	5	23	59	765	551	29	244	72	141	24	27	5	9		
4	9	5	23	60	705	486	18	204	61	125	28	40	5	5		
4	9	5	23	61	773	603	21	197	159	117	40	50	5	14		
4	9	5	23	62	746	528	18	202	86	131	25	55	2	9		
4	9	5	23	63	754	481	23	169	101	130	21	22	3	12		
4	9	5	23	64	748	486	17	163	105	115	35	41	3	7		
4	9	5	23	65	749	529	20	157	111	155	25	47	5	9		
4	9	5	23	66	919	611	17	218	89	185	36	49	4	13		
4	9	5	23	67	783	595	15	281	94	109	31	41	4	20		
4	9	5	23	68	789	586	19	209	120	110	43	53	5	27		
4	9	5	23	69	688	459	15	162	89	121	27	26	8	11		
4	9	5	23	70	564	391	14	172	56	99	17	24	3	6		
4	9	5	23	71	616	465	21	177	73	107	35	29	7	16		
4	9	5	23	72	603	453	25	151	90	105	29	37	2	14		
4	9	5	23	73	612	434	37	198	53	104	12	19	5	6		
4	9	5	23	74	648	456	39	182	56	120	21	30	3	5		
4	9	5	23	75	644	426	19	159	45	138	18	30	1	16		
4	9	5	23	76	776	560	17	158	137	116	51	66	6	9		
4	9	5	23	77	763	585	16	108	218	99	62	61	2	19		
4	9	5	23	78	771	574	31	208	101	141	41	38	2	12		
4	9	5	23	79	730	603	9	113	218	101	57	83	5	17		
4	9	5	23	80	773	548	30	214	87	139	31	34	1	12		
4	9	5	23	81	797	615	27	227	104	131	42	63	1	20		
4	9	5	23	82	807	605	24	214	94	143	45	62	4	19		
4	9	5	23	83	801	540	15	207	65	170	28	33	0	22		
4	9	5	23	84	826	482	16	182	46	153	32	39	4	10		
4	9	5	23	85	808	560	28	255	63	140	27	31	2	14		
4	9	5	23	86	652	514	29	213	43	155	24	32	0	18		
4	9	5	23	87	715	509	18	181	100	114	39	38	3	16		
4	9	5	23	88	502	415	25	133	87	110	26	18	1	15		
4	9	5	23	89	796	534	30	194	56	160	27	51	5	11		
4	9	5	23	90	701	476	25	197	44	126	25	40	2	17		
4	9	5	23	91	572	369	6	95	66	101	44	47	3	7		
4	9	5	23	92	0	220	74	98	27	9	2	6	0	4		
4	9	5	23	93	0	77	6	21	37	11	0	1	1	0		
4	9	5	23	94	0	47	1	34	8	3	1	0	0	0		
4	9	5	95	1	0	486	3	100	166	53	61	88	3	12		
4	9	5	95	2	0	0	0	0	0	0	0	0	0	0		
4	9	5	95	3	0	0	0	0	0	0	0	0	0	0		
4	9	6	16	1	450	301	9	91	52	88	13	42	1	5		
4	9	6	16	2	448	307	7	125	40	78	11	36	4	6		
4	9	6	16	3	449	228	10	78	36	60	16	25	0	3		
4	9	6	16	4	450	320	9	108	64	74	19	40	2	4		
4	9	6	16	5	604	391	12	99	101	102	19	47	1	10		
4	9	6	16	6	509	314	8	83	82	78	18	38	1	6		
4	9	6	16	7	432	316	11	95	67	74	23	39	1	6		
4	9	6	16	8	522	303	11	101	46	81	13	44	2	5		
4	9	6	16	9	481	295	15	77	47	86	20	39	1	10		
4	9	6	16	10	411	269	8	88	52	78	11	28	2	2		
4	9	6	16	11	463	287	15	90	51	78	18	32	1	2		
4	9	6	16	12	397	254	14	69	56	63	11	37	1	3		
4	9	6	16	13	426	272	16	103	24	80	9	29	5	6		
4	9	6	16	14	408	246	7	67	40	83	14	32	0	3		
4	9	6	16	15	483	274	14	90	51	65	16	28	1	9		
4	9	6	16	16	385	250	14	68	58	75	4	27	2	2		
4	9	6	16	17	386	286	7	84	55	59	31	44	2	4		
4	9	6	16	18	488	401	13	126	53	111	25	63	0	10		
4	9	6	16	19	515	332	19	96	66	80	13	50	1	7		
4	9	6	16	20	505	311	11	93	53	94	17	31	2	10		
4	9	6	16	21	476	298	19	81	57	80	18	31	1	11		
4	9	6	16	22	491	293	8	83	50	85	16	42	0	9		
4	9	6	16	23	391	217	21	80	27	45	10	27	1	6		
4	9	6	16	24	378	212	9	73	23	73	10	21	1	2		
4	9	6	16	25	466	282	14	114	33	86	9	20	3	3		
4	9	6	16	26	548	562	16	179	79	130	46	94	2	16		
4	9	6	16	27	501	537	23	241	74	120	18	45	3	13		
4	9	6	16	28	571	327	20	101	47	91	22	33	0	13		
4	9	6	16	29	522	345	18	99	72	94	19	34	3	6		
4	9	6	16	30	514	326	12	87	68	85	19	50	2	3		
4	9	6	16	31	637	429	17	168	69	111	18	28	4	14		
4	9	6	16	32	462	315	19	100	60	82	19	28	1	6		
4	9	6	16	33	482	262	14	119	29	74	8	10	3	5		
4	9	6	16	34	380	258	12	51	68	72	18	29	2	6		
4	9	6	16	35	336	238	10	70	43	60	14	39	0	2		
4	9	6	16	36	379	253	16	112	18	81	8	13	2	3		
4	9	6	16	37	386	216	11	88	20	55	11	27	1	3		
4	9	6	16	38	360	206	10	57	54	45	8	28	2	2		
4	9	6	16	39	516	360	21	148	38	122	11	17	1	2		
4	9	6	16	40	392	311	12	164	31	71	10	11	3	9		
4	9	6	16	41	351	280	18	92	49	82	13	16	1	9		
4	9	6	16	42	381	299	9	89	48	92	23	30	5	3		
4	9	6	16	43	439	307	16	107	45	94	11	24	1	9		
4	9	6	16	44	550	353	22	104	83	76	21	38	4	5		
4	9	6	16	45	496	307	5	119	52	68	19	30	5	9		
4	9	6	16	46	456	298	8	90	62	84	14	35	2	3		
4	9	6	16	47	342	212	8	65	39	69	6	13	4	8		
4	9	6	16	48	373	255	8	105	53	51	10	19	3	6		
4	9	6	16	49	596	334	17	143	28	110	10	15	2	9		
4	9	6	16	50	532	359	15	138	57	113	10	11	4	11		
4	9	6	16	51	530	344	26	154	21	105	9	17	1	11		
4	9	6	16	52	648	421	13	189	38	128	10	24	1	18		
4	9	6	16	53	575	363	32	79	66	160	10	11	1	4		
4	9	6	16	54	442	297	13	135	39	84	2	14	2	8		
4	9	6	16	55	590	374	22	131	66	97	24	25	3	6		
4	9	6	16	56	639	435	19	144	73	115	30	39	8	7		
4	9	6	16	57	512	353	9	111	69	73	21	55	4	11		
4	9	6	16	58	632	435	9	146	86	113	24	48	1	8		
4	9	6	16	59	536	303	8	111	42	90	21	28	1	2		
4	9	6	16	60	544	338	15	105	53	91	22	45	1	6		
4	9	6	16	61	501	336	12	111	53	73	22	54	4	7		
4	9	6	16	62	426	259	9	91	34	66	17	30	2	10		
4	9	6	16	63	453	309	9	67	101	64	28	29	2	9		
4	9	6	16	64	402	242	15	58	55	68	7	32	3	4		
4	9	6	16	65	636	424	16	132	85	112	30	35	4	10		
4	9	6	16	66	507	305	12	94	57	79	15	37	1	10		
4	9	6	16	67	519	360	15	103	77	103	14	41	1	6		
4	9	6	16	68	522	364	19	136	47	96	19	32	2	13		
4	9	6	16	69	359	245	16	124	14	69	5	7	0	10		
4	9	6	16	70	458	283	14	145	23	68	9	16	3	5		
4	9	6	16	71	387	281	12	140	27	81	2	14	0	5		
4	9	6	16	72	536	406	10	133	81	91	40	38	2	11		
4	9	6	16	73	558	348	16	183	31	85	11	10	3	9		
4	9	6	16	74	577	420	15	214	51	67	21	32	3	17		
4	9	6	16	75	456	327	17	110	55	99	16	18	4	8		
4	9	6	16	76	507	344	26	98	66	111	10	23	3	7		
4	9	6	16	77	563	373	20	148	54	94	19	21	3	14		
4	9	6	16	78	463	373	30	125	69	82	14	43	1	9		
4	9	6	16	79	360	248	6	97	48	57	16	17	1	6		
4	9	6	16	80	485	300	19	95	57	63	23	31	3	9		
4	9	6	16	81	506	360	17	140	49	84	20	38	3	9		
4	9	6	16	82	499	321	13	108	62	99	11	15	5	8		
4	9	6	16	83	411	259	10	80	36	79	22	21	2	9		
4	9	6	16	84	338	262	13	85	50	69	15	22	2	6		
4	9	6	16	85	579	401	25	141	88	90	23	17	2	15		
4	9	6	16	86	494	302	13	132	35	63	13	31	1	14		
4	9	6	16	87	602	394	30	103	73	121	24	27	4	12		
4	9	6	16	88	390	240	11	92	53	55	14	11	2	2		
4	9	6	16	89	504	362	14	98	86	100	28	27	3	6		
4	9	6	16	90	636	360	8	135	58	90	22	36	2	9		
4	9	6	16	91	551	326	12	93	71	78	24	40	0	8		
4	9	6	16	92	514	363	14	124	75	94	24	25	1	6		
4	9	6	16	93	371	315	7	82	75	65	33	42	2	9		
4	9	6	16	94	445	292	11	102	62	59	26	23	2	7		
4	9	6	16	95	411	230	12	109	29	53	6	12	2	7		
4	9	6	16	96	396	288	16	106	47	67	16	30	1	5		
4	9	6	16	97	543	377	13	164	54	98	9	28	4	7		
4	9	6	16	98	517	369	19	185	25	99	9	23	0	9		
4	9	6	16	99	553	363	23	162	15	112	19	26	1	5		
4	9	6	16	100	454	297	27	125	22	72	12	21	9	9		
4	9	6	16	101	621	461	15	202	62	101	27	41	0	13		
4	9	6	16	102	509	438	16	206	58	86	22	36	0	14		
4	9	6	16	103	635	494	14	99	190	91	40	51	0	9		
4	9	6	16	104	600	457	9	141	112	89	46	52	1	7		
4	9	6	16	105	586	443	16	132	136	87	22	37	3	10		
4	9	6	16	106	602	489	36	247	58	106	10	18	2	12		
4	9	6	16	107	131	88	2	38	11	21	10	4	0	2		
4	9	6	16	108	575	402	24	134	78	92	22	38	3	11		
4	9	6	16	109	477	401	16	142	95	73	27	36	3	9		
4	9	6	16	110	627	460	18	209	50	96	27	43	2	15		
4	9	6	16	111	487	345	14	173	32	89	16	14	1	6		
4	9	6	16	112	698	521	11	93	200	104	39	61	5	8		
4	9	6	16	113	661	528	10	103	207	91	42	65	1	9		
4	9	6	16	114	615	458	25	118	150	71	35	57	0	2		
4	9	6	16	115	741	576	20	197	139	89	45	68	1	17		
4	9	6	16	116	526	413	28	161	71	82	22	41	3	5		
4	9	6	16	117	280	200	7	66	34	35	22	32	0	4		
4	9	6	16	118	0	70	2	31	15	20	0	2	0	0		
4	9	6	16	119	0	78	1	32	22	19	0	1	1	2		
4	9	6	16	120	0	87	6	39	16	18	1	7	0	0		
4	9	6	16	121	0	46	3	18	11	10	1	2	0	1		
4	9	6	16	122	0	78	12	26	13	20	1	2	0	4		
4	9	6	17	1	766	475	27	117	97	136	34	52	3	9		
4	9	6	17	2	887	503	18	105	138	128	48	50	3	13		
4	9	6	17	3	557	393	16	111	88	88	20	57	4	9		
4	9	6	17	4	705	453	20	110	81	139	24	69	5	5		
4	9	6	17	5	602	452	28	117	87	113	32	61	6	8		
4	9	6	17	6	779	484	25	121	129	114	31	54	4	6		
4	9	6	17	7	768	467	9	111	85	127	42	79	4	10		
4	9	6	17	8	947	629	26	143	138	196	37	67	2	20		
4	9	6	17	9	878	600	23	193	142	122	51	54	2	13		
4	9	6	17	10	761	550	7	145	146	143	38	59	2	10		
4	9	6	17	11	795	704	21	236	114	153	65	101	3	11		
4	9	6	17	12	785	502	27	212	57	130	32	32	2	10		
4	9	6	17	13	705	539	28	190	87	117	41	54	3	19		
4	9	6	17	14	820	534	26	152	120	123	34	55	5	19		
4	9	6	17	15	630	518	25	142	139	106	25	65	3	13		
4	9	6	17	16	624	421	17	111	112	102	22	50	2	5		
4	9	6	17	17	827	532	19	147	110	142	37	59	4	14		
4	9	6	17	18	555	345	7	86	81	97	18	45	2	9		
4	9	6	17	19	616	403	22	158	55	118	14	30	1	5		
4	9	6	17	20	738	437	22	119	91	125	23	48	1	8		
4	9	6	17	21	886	633	19	170	147	143	37	103	3	11		
4	9	6	17	22	817	501	28	167	90	127	26	59	1	3		
4	9	6	17	23	802	534	25	159	114	137	28	61	1	9		
4	9	6	17	24	509	389	22	165	65	74	18	36	0	9		
4	9	6	17	25	685	445	27	155	92	103	26	29	3	10		
4	9	6	17	26	490	343	7	106	62	96	24	38	3	7		
4	9	6	17	27	572	355	14	131	68	81	17	34	1	9		
4	9	6	17	28	811	504	12	155	100	149	21	47	3	17		
4	9	6	17	29	920	648	25	165	185	137	44	62	3	27		
4	9	6	17	30	831	558	25	179	121	122	26	60	3	22		
4	9	6	17	31	472	354	18	150	33	107	20	22	2	2		
4	9	6	17	32	863	569	28	215	87	148	31	42	3	15		
4	9	6	17	33	813	532	19	119	140	135	26	73	1	19		
4	9	6	17	34	566	415	16	178	65	98	16	35	0	7		
4	9	6	17	35	774	629	18	208	225	87	36	40	1	14		
4	9	6	17	36	859	604	23	188	137	147	35	55	3	16		
4	9	6	17	37	961	691	25	182	199	140	44	72	7	22		
4	9	6	17	38	905	631	23	167	184	122	45	78	4	8		
4	9	6	17	39	700	605	13	120	205	107	66	82	1	11		
4	9	6	17	40	563	459	10	123	124	107	27	53	1	14		
4	9	6	17	41	613	452	21	57	200	93	26	45	3	7		
4	9	6	17	42	836	610	23	153	207	122	30	52	4	19		
4	9	6	17	43	871	646	23	157	213	119	52	72	2	8		
4	9	6	17	44	662	533	14	107	168	119	43	63	4	15		
4	9	6	17	45	0	92	3	27	37	21	2	2	0	0		
4	9	6	17	46	0	77	2	25	23	23	0	2	0	2		
4	9	6	18	1	627	406	13	102	93	99	29	51	6	13		
4	9	6	18	2	664	442	9	132	85	92	30	72	6	16		
4	9	6	18	3	769	536	22	138	113	107	48	94	4	10		
4	9	6	18	4	728	466	25	96	120	121	24	63	4	13		
4	9	6	18	5	600	348	13	101	72	68	29	52	3	10		
4	9	6	18	6	710	436	14	113	117	85	41	48	1	17		
4	9	6	18	7	530	352	7	102	90	72	29	43	1	8		
4	9	6	18	8	818	371	17	86	98	59	34	62	4	11		
4	9	6	18	9	495	341	9	115	63	68	30	46	2	8		
4	9	6	18	10	545	408	5	99	94	101	27	69	4	9		
4	9	6	18	11	513	365	8	77	94	80	28	66	3	9		
4	9	6	18	12	521	366	11	67	114	66	32	63	2	11		
4	9	6	18	13	579	410	6	109	118	78	29	52	4	14		
4	9	6	18	14	704	625	17	157	209	113	36	66	4	23		
4	9	6	18	15	690	387	14	103	90	87	32	43	7	11		
4	9	6	18	16	779	496	15	105	142	85	52	82	0	15		
4	9	6	18	17	759	515	16	103	167	95	59	64	2	9		
4	9	6	18	18	747	508	22	244	44	116	24	35	4	19		
4	9	6	18	19	595	596	22	91	154	112	54	143	5	15		
4	9	6	18	20	611	484	14	87	155	117	28	69	4	10		
4	9	6	18	21	546	430	4	49	209	67	33	59	1	8		
4	9	6	18	22	649	415	13	105	119	95	30	46	0	7		
4	9	6	18	23	862	534	16	138	110	116	46	86	5	17		
4	9	6	18	24	660	475	19	79	175	80	37	75	3	7		
4	9	6	18	25	663	520	18	63	233	82	43	68	0	13		
4	9	6	18	26	672	519	18	101	172	87	39	92	1	9		
4	9	6	18	27	868	455	13	79	156	73	39	74	5	16		
4	9	6	18	28	741	547	12	77	257	77	48	61	3	12		
4	9	6	18	29	658	508	8	72	208	85	53	67	1	14		
4	9	6	18	30	704	480	23	139	109	116	32	55	0	6		
4	9	6	18	31	719	502	15	72	203	86	50	66	2	8		
4	9	6	18	32	759	555	30	209	112	109	48	37	1	9		
4	9	6	18	33	521	385	9	43	147	75	35	67	2	7		
4	9	6	18	34	526	410	11	52	166	69	47	51	3	11		
4	9	6	18	35	863	559	30	183	132	122	36	43	1	12		
4	9	6	18	36	648	468	12	82	160	93	37	63	1	20		
4	9	6	18	37	654	489	20	64	203	78	36	75	0	13		
4	9	6	18	38	671	436	14	149	88	106	33	36	2	8		
