T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	KPOE   	Sonstige	Typ	Jahr
4	9	7	22	166	586	417	16	119	83	104	28	51	5	11		
4	9	7	22	167	556	369	13	142	38	131	16	24	3	2		
4	9	7	22	168	542	305	18	121	20	107	13	16	1	9		
4	9	7	22	169	521	322	10	131	25	115	16	13	1	11		
4	9	7	22	170	449	287	17	113	26	87	12	19	7	6		
4	9	7	22	171	438	279	16	107	23	91	19	13	0	10		
4	9	7	22	172	589	411	28	106	73	128	28	32	1	15		
4	9	7	22	173	509	387	8	129	94	74	32	37	2	11		
4	9	7	22	174	469	378	13	195	61	71	20	12	1	5		
4	9	7	22	175	577	338	11	116	42	108	19	29	2	11		
4	9	7	22	176	619	437	14	167	81	86	31	49	2	7		
4	9	7	22	177	474	381	17	140	73	95	24	23	4	5		
4	9	7	22	178	556	386	23	113	90	70	23	53	0	14		
4	9	7	22	179	289	179	13	67	7	72	8	7	0	5		
4	9	7	22	180	398	238	11	78	44	54	17	21	2	11		
4	9	7	22	181	374	212	5	76	21	69	13	21	0	7		
4	9	7	22	182	364	226	5	84	23	80	15	13	2	4		
4	9	7	22	183	335	178	3	72	13	61	10	10	3	6		
4	9	7	22	184	681	491	17	170	96	88	45	61	2	12		
4	9	7	22	185	666	480	19	161	100	103	27	60	3	7		
4	9	7	22	186	402	268	9	104	24	68	22	31	1	9		
4	9	7	22	187	528	417	14	139	103	82	27	43	3	6		
4	9	7	22	188	304	203	11	85	35	46	8	11	1	6		
4	9	7	22	189	662	490	18	138	109	83	62	66	2	12		
4	9	7	22	190	864	618	26	210	105	179	44	42	0	12		
4	9	7	22	191	406	315	19	107	62	49	28	41	0	9		
4	9	7	22	192	320	211	5	72	28	59	15	26	0	6		
4	9	7	22	193	354	227	1	91	32	52	23	23	0	5		
4	9	7	22	194	167	124	11	43	16	41	4	8	0	1		
4	9	7	22	195	190	116	1	34	16	43	9	11	0	2		
4	9	7	22	196	447	291	8	108	26	86	31	27	1	4		
4	9	7	22	197	150	105	7	33	10	30	10	11	0	4		
4	9	7	22	198	137	99	0	13	29	17	10	28	1	1		
4	9	7	22	199	0	138	3	102	16	11	0	3	0	3		
4	9	7	22	200	0	109	1	79	16	9	2	1	0	1		
4	9	7	22	201	0	89	5	39	16	17	2	10	0	0		
4	9	7	22	202	0	81	1	36	9	17	2	13	0	3		
4	9	7	22	203	0	90	3	42	14	23	3	5	0	0		
4	9	7	97	1	0	235	1	74	68	39	19	30	1	3		
4	9	7	97	2	0	0	0	0	0	0	0	0	0	0		
4	9	7	97	3	0	0	0	0	0	0	0	0	0	0		
